Algorithm,Dataset,Gamma,Beta1,Beta2,Round,Global_Validation_Loss,F1_Score,Top1_Accuracy_Percent,Num_Selected_Clients,Num_Total_Clients,Num_Model_Params,Round_Time_Sec,Client_Time_Sec,Server_Time_Sec,Spatial_Var_Time_Sec,Peak_Memory_MB,Seed
FedHST,FashionMNIST,0.5,0.7,0.9999,42,0.4120872011899948,0.8508477245571999,85.69,27,100,54410,10.552699327468872,10.541348695755005,0.011350631713867188,0.010750055313110352,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,43,0.475679017663002,0.822696270068155,84.23,20,100,54410,9.016303062438965,9.007398128509521,0.00890493392944336,0.008351564407348633,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,44,0.44693100624084475,0.8354009682182173,84.94,21,100,54410,8.386752605438232,8.378140926361084,0.008611679077148438,0.008043050765991211,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,45,0.40095906653404234,0.8549717728720904,86.0,26,100,54410,12.737064838409424,12.724760293960571,0.012304544448852539,0.01169133186340332,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,46,0.4237336903095245,0.8484762622645263,84.88,20,100,54410,8.650085926055908,8.640852212905884,0.009233713150024414,0.008673667907714844,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,47,0.42146032848358156,0.8511438744704147,85.1,29,100,54410,13.838548421859741,13.824962615966797,0.013585805892944336,0.012890815734863281,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,48,0.4130139365673065,0.8504971404383281,85.06,25,100,54410,9.369895935058594,9.359976530075073,0.009919404983520508,0.009306907653808594,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,49,0.33867046613693236,0.8754290996676419,87.67,26,100,54410,9.779411792755127,9.767597913742065,0.011813879013061523,0.011160850524902344,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,50,0.39096872675418853,0.8619632966338218,86.33,28,100,54410,11.552509546279907,11.539403438568115,0.013106107711791992,0.012435436248779297,122.98095703125,1
FedHST,FashionMNIST,0.5,0.7,0.9999,1,2.7299394344329833,0.13514111727669015,26.16,20,100,54410,9.043261051177979,9.035049676895142,0.008211374282836914,0.007695913314819336,120.6669921875,2
FedHST,FashionMNIST,0.5,0.7,0.9999,2,1.7112759439468384,0.32052606622429636,41.12,28,100,54410,10.471445083618164,10.459067583084106,0.012377500534057617,0.01169896125793457,122.5595703125,2
FedHST,FashionMNIST,0.5,0.7,0.9999,3,1.3603001337051392,0.42031896943327823,49.15,26,100,54410,10.746342658996582,10.735620737075806,0.010721921920776367,0.010170221328735352,122.5595703125,2
FedHST,FashionMNIST,0.5,0.7,0.9999,4,0.8616209449768066,0.6839350495225883,71.03,27,100,54410,9.994982481002808,9.984860897064209,0.010121583938598633,0.00956273078918457,122.5595703125,2
FedHST,FashionMNIST,0.5,0.7,0.9999,5,0.6736213446617126,0.7588023522512337,76.79,21,100,54410,8.783081769943237,8.772897243499756,0.010184526443481445,0.009527921676635742,122.5595703125,2
FedHST,FashionMNIST,0.5,0.7,0.9999,6,1.1780326403617858,0.5724623356125125,60.17,20,100,54410,9.683953285217285,9.675212860107422,0.008740425109863281,0.008082151412963867,122.5595703125,2
FedHST,FashionMNIST,0.5,0.7,0.9999,7,0.8575963721275329,0.6900982053316513,70.79,20,100,54410,9.8003511428833,9.791377305984497,0.008973836898803711,0.0083465576171875,122.5595703125,2
FedHST,FashionMNIST,0.5,0.7,0.9999,8,0.6862500333309174,0.7404535922632871,77.18,29,100,54410,12.547197818756104,12.534510612487793,0.012687206268310547,0.012073278427124023,122.7685546875,2
FedHST,FashionMNIST,0.5,0.7,0.9999,9,0.6209333562850952,0.7552267503868275,78.73,20,100,54410,10.154618263244629,10.146430015563965,0.008188247680664062,0.0076351165771484375,122.7685546875,2
FedHST,FashionMNIST,0.5,0.7,0.9999,10,0.598577726316452,0.7829722092038216,79.13,26,100,54410,11.638977527618408,11.627411365509033,0.011566162109375,0.010982275009155273,122.7685546875,2
FedHST,FashionMNIST,0.5,0.7,0.9999,11,0.5807179296970367,0.7883905481433875,79.29,30,100,54410,11.700335264205933,11.687236309051514,0.013098955154418945,0.012355804443359375,122.98046875,2
